1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Código,Nombre del indicador,Nombre,Fuente,Unidades,Dirección,Observaciones,Datos faltantes,Periodo inicial,Periodo final,Máximo,Mínimo,Máx teórico,Min teórico,Meta PNUD,Meta MML,Periodo meta,Instrumental al territorio,Instrumental a la MML,Instrumental,ODS1,ODS2,ODS meta,Territorio,Abreviatura,control_corrupcion,estado_de_derecho
0.8945368007437082,0.8945364093066246,0.8945360175879387,0.8945356255866272,0.8945352333039409,0.8945348407391975,0.8945344478925108,0.894534054763767,0.8945336613530799,0.8945332676604494,0.8945328736858755,0.8945324794289036,0.8928,0.892,0.8941905248697748,0.8932286681831529,0.89591216,0.8944770966418246,0.8987179103445804,0.8985661710802184,0.89727354758254,0.8986011120111101,0.8947913426552554,0.8981475104680144,0.8964112300640011,0.87832,var1,Población en situación de pobreza extrema monetaria,Población en situación de pobreza extrema monetaria,ENAHO - INEI,Porcentaje,-,13,,2007,2020,2.71,0.1602612069274624,0.9,0.1,0.9,,2030,instrumental,instrumental,1,1,,1.1,Lima Metropolitana,pobr_extre,0.4314421111815854,0.3855436118025528
0.415275127639287,0.43381203517655464,0.4531763919141554,0.47340513343035084,0.4945368440275324,0.5166118303274168,0.539672198151635,0.5637619328341259,0.5889269831182062,0.6152153487988983,0.6426771722773239,0.6713648342016327,0.6992,0.7264,0.7711656203632556,0.7732767239767289,0.7748864000000001,0.7836676,0.7973538434403643,0.805742280830736,0.8123769813310203,0.8120142448171254,0.7936409596529428,0.7949812764610787,0.7864034635777932,0.68696,var2,Población en situación de pobreza monetaria,Población en situación de pobreza monetaria,ENAHO - INEI,Porcentaje,-,13,,2007,2020,26.63,10.95287733362246,0.9,0.1,0.8128000000000001,,2030,instrumental,instrumental,1,1,,1.2,Lima Metropolitana,pobr_mone,0.4314421111815854,0.3855436118025528
0.7543057527796009,0.758163355726964,0.7620362186999898,0.7659243522857935,0.7698277663625106,0.7737464700867633,0.7776804718831158,0.7816297794322793,0.7855943996590042,0.7895743387211382,0.7935696019964951,0.7975801940715428,0.8016061187288415,0.8056473789351912,0.8044241246287066,0.8224525040544511,0.8110108046205615,0.8229250456213948,0.8244148539864924,0.823189986260133,0.8330727857758553,0.8329178309338036,0.8354410048872175,0.8302708836563368,0.8295591372168483,0.82736,var4,Población con al menos una necesidad básica insatisfecha,Población con al menos una necesidad básica insatisfecha,ENAHO - INEI,Porcentaje,-,11,,2009,2020,11.946984421411678,8.069874389097803,0.9,0.1,,0.8540800000000001,2030,instrumental,colateral,1,1,,1.2,Provincia de Lima,nece_basic,0.4314421111815854,0.3855436118025528
0.47897143938259035,0.4789714025127054,0.47897136549786623,0.4789713283380159,0.47897129103320424,0.47897125358341697,0.478971215988647,0.47897117824887303,0.47897114036411637,0.47897110233432016,0.4789710641595448,0.47897102583972284,0.47897098737491817,0.47897094876508817,0.481857539562785,0.4724701912976018,0.5238331687769405,0.4973030241265012,0.4824378516966326,0.4725333614451622,0.4069581226515018,0.4837731119411945,0.4914106665149794,0.5190759543345945,0.5556616049337759,0.3616,var5,Hogares pobres con al menos un miembro beneficiado de programas alimentarios,Hogares pobres con al menos un miembro beneficiado de programas alimentarios,ENAHO - INEI,Porcentaje,+,11,,2009,2020,56.95770061672199,32.7,0.9,0.1,0.9,,2030,instrumental,instrumental,1,1,2.0,1.2,Provincia de Lima,prog-alime,0.4314421111815854,0.3855436118025528
0.2758746703755861,0.2826137686589334,0.2894628318559427,0.29642341451501864,0.30349709158554106,0.3106854586743566,0.31799013230426,0.3254127501759285,0.3329549714336366,0.3406184769335425,0.34840496951491673,0.3563161742761025,0.368,0.3663999999999999,0.3792,0.3872,0.3984,0.4168,0.4048,0.4304,0.4184,0.4184,0.4352,0.4352,0.4288,0.42616,var6,Proporción de población de 14 a más años de edad con seguro de pensión,Proporción de población de 14 a más años de edad con seguro de pensión,ODS-INEI,Porcentaje,+,13,,2007,2020,41.9,33.3,0.9,0.1,0.9,,2030,instrumental,instrumental,1,1,,1.3,Provincia de Lima,segu-pens,0.4314421111815854,0.3855436118025528
0.22022819274910432,0.2271461783781632,0.23421898714479994,0.24144966177448168,0.24884130078808653,0.2563970594807756,0.26412015091945307,0.27201384695615616,0.28008147925868343,0.28832644035912836,0.2967521847202903,0.30536222981970695,0.3141601572531556,0.3220764454303558,0.3359572748001453,0.3377581893534103,0.3449052844689956,0.3681396727841964,0.366613077577694,0.3756159099441191,0.3800784296766625,0.372848775266832,0.3786503498421876,0.3625317337750602,0.3645400901427923,0.37056,var8,Población con acceso a seguro social de salud - EsSalud,Población con acceso a seguro social de salud - EsSalud,ENAHO - INEI,Porcentaje,+,12,,2008,2020,35.00980370958281,27.75955567879448,0.9,0.1,,0.4522400000000001,2030,instrumental,instrumental,1,1,,1.3,Provincia de Lima,segur_socia,0.4314421111815854,0.3855436118025528
0.03466096093763582,0.04164698753159257,0.04911705488603957,0.05709798320201287,0.06561793670649507,0.07470648724846285,0.0843946807941407,0.09471510695105678,0.10570197165375106,0.1173911731528321,0.12982038145366914,0.14302912135553214,0.15705885925338947,0.1707199440454833,0.1869395806695531,0.1985831121276924,0.2001848102123302,0.1898898662842608,0.2307813382546727,0.2559188908192022,0.2896152702198121,0.316973189154036,0.3225355793412878,0.3305929454100615,0.3462027660991368,0.3768,var9,Población afiliada al seguro integral de salud,Población afiliada al seguro integral de salud,ENAHO - INEI,Porcentaje,+,12,,2008,2020,34.6,8.83999300568541,0.9,0.1,,0.3208,2030,instrumental,instrumental,1,1,,1.3,Provincia de Lima,segur_integ,0.4314421111815854,0.3855436118025528
0.7247533828557096,0.7303314624282677,0.7359502541212635,0.7416100448760403,0.7473111236068348,0.7530537812141063,0.7588383105983212,0.7646650066729705,0.77053416637807,0.7764460886945415,0.7824010746571446,0.7883994273688018,0.794441452014496,0.8005274558752546,0.8066577483424169,0.8128326409317026,0.8190524472975369,0.8253174832473746,0.8296,0.8320000000000001,0.8480000000000001,0.8623999999999999,0.8512000000000001,0.86,0.8656,0.87672,var10,Proporción de la población que vive en hogares con acceso a los servicios básicos,Proporción de la población que vive en hogares con acceso a los servicios básicos,ODS-INEI,Porcentaje,+,6,,2013,2019,95.7,91.2,0.9,0.1,0.9,,2030,instrumental,instrumental,1,1,11.0,1.4,Provincia de Lima,hogar_servi,0.4314421111815854,0.3855436118025528
0.6326531361297683,0.6326530762060045,0.6326530160903481,0.6326529557828344,0.6326528952834352,0.6326528345920259,0.6326527737087844,0.6326527126336323,0.6326526513666408,0.6326525899077282,0.6326525282568127,0.6326524664140365,0.6326524043792183,0.6326523421525536,0.628,0.628,0.6256,0.6432,0.6552,0.6464,0.632,0.6136,0.6256,0.62,0.628,0.64632,var11,Viviendas particulares propias (% del total de viviendas particulares),Viviendas particulares propias (% del total de viviendas particulares),ENAHO - INEI,Porcentaje,+,11,,2009,2020,69.4,64.2,0.9,0.1,,0.6340800000000001,2030,colateral,colateral,0,1,11.0,1.4,Provincia de Lima,vivi_prop,0.4314421111815854,0.3855436118025528
0.7681238343268717,0.7653935719351637,0.7625986844059014,0.7597384674750458,0.756812210579966,0.7538191968086494,0.7507587028471789,0.7476299989282609,0.7444323487782185,0.7411650095643552,0.7378272318416919,0.7344182594985682,0.7309373297032664,0.7273836728488732,0.7280000000000001,0.7112,0.7080000000000001,0.7160000000000001,0.7192000000000001,0.7024,0.696,0.6968,0.6952,0.6968,0.6856,0.64944,var12,Viviendas particulares propias con título de propiedad (% respecto del total de viviendas particulares propias),Viviendas particulares propias con título de propiedad (% respecto del total de viviendas particulares propias),ENAHO - INEI,Porcentaje,+,11,,2009,2020,78.5,68.68,0.9,0.1,0.9,,2030,instrumental,colateral,1,1,11.0,1.4,Provincia de Lima,titu_prop,0.4314421111815854,0.3855436118025528
0.8950979408324184,0.8917813385793183,0.8880107718713299,0.8837700951890626,0.8790427115971529,0.8738115613850947,0.8680591104387374,0.8617673383362874,0.8549177261625629,0.8474912440350408,0.8394683383351649,0.8308289186381783,0.8215523443346116,0.8206168323429023,0.872672260222745,0.8491086119912425,0.8925044535403946,0.6978813386458518,0.872432924922148,0.8755007683207093,0.7823884575111849,0.6168010661299753,0.1,0.6964018113330704,0.8855310931911827,0.6601254201197331,var13,"Número de personas muertas, desaparecidas y afectadas por desastres","Número de personas muertas, desaparecidas y afectadas por desastres",ODS-INEI,Número,-,11,,2008,2019,73537.0,689.0,0.9,0.1,0.8925044535403946,,2030,instrumental,instrumental,1,1,11.0,1.5,Lima,nume_desa,0.4314421111815854,0.3855436118025528
